ICD10 Code,Description,Type of Surgery,Body Part,Index
0RHE0,"Insertion of Infusion Device into Right Sternoclavicular Joint, Open Approach
Insertion of Internal Fixation Device into Right Sternoclavicular Joint, Open Approach
Insertion of Spacer into Right Sternoclavicular Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0BR10,"Replacement of Trachea with Autologous Tissue Substitute, Open Approach
Replacement of Trachea with Synthetic Substitute, Open Approach
Replacement of Trachea with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0MQ50,"Repair Right Wrist Bursa and Ligament, Open Approach",General Surgery,General,13
0NH00,"Insertion of Infusion Device into Skull, Open Approach
Insertion of Internal Fixation Device into Skull, Open Approach
Insertion of External Fixation Device into Skull, Open Approach
Insertion of Bone Growth Stimulator into Skull, Open Approach
Insertion of Neurostimulator Generator into Skull, Open Approach",Brain Surgery,Neurological,2
0YQA4,"Repair Bilateral Inguinal Region, Percutaneous Endoscopic Approach",General Surgery,General,13
0L87X,,General Surgery,General,13
0QRH0,"Replacement of Left Tibia with Autologous Tissue Substitute, Open Approach
Replacement of Left Tibia with Synthetic Substitute, Open Approach
Replacement of Left Tibia with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0H0P0,,General Surgery,General,13
03XY0,,General Surgery,General,13
0CQ30,"Repair Soft Palate, Open Approach",General Surgery,General,13
0ULB7,,General Surgery,General,13
00P60,"Removal of Drainage Device from Cerebral Ventricle, Open Approach
Removal of Infusion Device from Cerebral Ventricle, Open Approach
Removal of Synthetic Substitute from Cerebral Ventricle, Open Approach
Removal of Neurostimulator Lead from Cerebral Ventricle, Open Approach
Removal of Other Device from Cerebral Ventricle, Open Approach",Brain Surgery,Neurological,2
0F144,"Bypass Gallbladder to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Gallbladder to Stomach with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Gallbladder to Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Gallbladder to Left Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Gallbladder to Caudate Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
0SG50,"Fusion of Sacrococcygeal Joint with Internal Fixation Device, Open Approach
Fusion of Sacrococcygeal Joint with Autologous Tissue Substitute, Open Approach
Fusion of Sacrococcygeal Joint with Synthetic Substitute, Open Approach
Fusion of Sacrococcygeal Joint with Nonautologous Tissue Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
0TQ13,"Repair Left Kidney, Percutaneous Approach",Kidney Transplant,Renal,3
0NHC3,"Insertion of Internal Fixation Device into Sphenoid Bone, Percutaneous Approach",General Surgery,General,13
0RBR0,"Excision of Left Carpal Joint, Open Approach, Diagnostic
Excision of Left Carpal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0PHV3,"Insertion of Internal Fixation Device into Left Finger Phalanx, Percutaneous Approach
Insertion of External Fixation Device into Left Finger Phalanx, Percutaneous Approach",General Surgery,General,13
0TJD0,"Inspection of Urethra, Open Approach",General Surgery,General,13
0K904,"Drainage of Head Muscle with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Head Muscle, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Head Muscle, Percutaneous Endoscopic Approach",General Surgery,General,13
0SQJ4,"Repair Left Tarsal Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0TLB0,"Occlusion of Bladder with Extraluminal Device, Open Approach
Occlusion of Bladder with Intraluminal Device, Open Approach
Occlusion of Bladder, Open Approach",Urinary Surgery,Renal,3
0CQR0,"Repair Epiglottis, Open Approach",General Surgery,General,13
08S9X,,General Surgery,General,13
0TQ74,"Repair Left Ureter, Percutaneous Endoscopic Approach",General Surgery,General,13
0VQ00,"Repair Prostate, Open Approach",General Surgery,General,13
0M9L0,"Drainage of Right Hip Bursa and Ligament with Drainage Device, Open Approach
Drainage of Right Hip Bursa and Ligament, Open Approach, Diagnostic
Drainage of Right Hip Bursa and Ligament, Open Approach",General Surgery,General,13
0UJ14,,General Surgery,General,13
0D1S0,,General Surgery,General,13
027P3,"Dilation of Pulmonary Trunk with Drug-eluting Intraluminal Device, Percutaneous Approach
Dilation of Pulmonary Trunk with Intraluminal Device, Percutaneous Approach
Dilation of Pulmonary Trunk, Percutaneous Approach",Lung Surgery,Pulmonary,9
09T78,"Resection of Right Tympanic Membrane, Via Natural or Artificial Opening Endoscopic",General Surgery,General,13
0WJ80,"Inspection of Chest Wall, Open Approach",General Surgery,General,13
0W1G4,"Bypass Peritoneal Cavity to Cutaneous with Synthetic Substitute, Percutaneous Endoscopic Approach
Bypass Peritoneal Cavity to Bladder with Synthetic Substitute, Percutaneous Endoscopic Approach
Bypass Peritoneal Cavity to Right Pleural Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach
Bypass Peritoneal Cavity to Left Pleural Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach
Bypass Peritoneal Cavity to Peritoneal Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
0JH60,"Insertion of Hemodynamic Monitoring Device into Chest Subcutaneous Tissue and Fascia, Open Approach
Insertion of Monitoring Device into Chest Subcutaneous Tissue and Fascia, Open Approach
Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach
Insertion of Pacemaker, Single Chamber Rate Responsive into Chest Subcutaneous Tissue and Fascia, Open Approach
Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0PHR0,"Insertion of Internal Fixation Device into Right Thumb Phalanx, Open Approach
Insertion of External Fixation Device into Right Thumb Phalanx, Open Approach",General Surgery,General,13
0M87X,,General Surgery,General,13
08PK3,"Removal of Synthetic Substitute from Left Lens, Percutaneous Approach
Removal of Other Device from Left Lens, Percutaneous Approach",General Surgery,General,13
0RQN0,"Repair Right Wrist Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
07B07,,General Surgery,General,13
04V00,"Restriction of Abdominal Aorta with Extraluminal Device, Open Approach
Restriction of Abdominal Aorta with Intraluminal Device, Temporary, Open Approach
Restriction of Abdominal Aorta with Intraluminal Device, Open Approach
Restriction of Abdominal Aorta with Branched or Fenestrated Intraluminal Device, One or Two Arteries, Open Approach
Restriction of Abdominal Aorta with Branched or Fenestrated Intraluminal Device, Three or More Arteries, Open Approach",General Surgery,General,13
0XQ30,"Repair Left Shoulder Region, Open Approach",General Surgery,General,13
0P003,,General Surgery,General,13
0RHEX,,General Surgery,General,13
03BYX,,General Surgery,General,13
0VB03,"Excision of Prostate, Percutaneous Approach, Diagnostic
Excision of Prostate, Percutaneous Approach",General Surgery,General,13
0PSJ3,"Reposition Left Radius with Internal Fixation Device, Percutaneous Approach
Reposition Left Radius with External Fixation Device, Percutaneous Approach
Reposition Left Radius with Intramedullary Internal Fixation Device, Percutaneous Approach
Reposition Left Radius with Monoplanar External Fixation Device, Percutaneous Approach
Reposition Left Radius with Ring External Fixation Device, Percutaneous Approach",General Surgery,General,13
087Y0,"Dilation of Left Lacrimal Duct with Intraluminal Device, Open Approach
Dilation of Left Lacrimal Duct, Open Approach",General Surgery,General,13
0DQQ7,"Repair Anus, Via Natural or Artificial Opening",General Surgery,General,13
0P0S0,,General Surgery,General,13
0WSJ0,,General Surgery,General,13
0P8T0,"Division of Right Finger Phalanx, Open Approach",General Surgery,General,13
008FX,,General Surgery,General,13
02150,,General Surgery,General,13
09BW0,"Excision of Right Sphenoid Sinus, Open Approach, Diagnostic
Excision of Right Sphenoid Sinus, Open Approach",Tympanoplasty,ENT,6
0PSJX,"Reposition Left Radius, External Approach",General Surgery,General,13
0DH84,"Insertion of Radioactive Element into Small Intestine, Percutaneous Endoscopic Approach
Insertion of Monitoring Device into Small Intestine, Percutaneous Endoscopic Approach
Insertion of Infusion Device into Small Intestine, Percutaneous Endoscopic Approach
Insertion of Intraluminal Device into Small Intestine, Percutaneous Endoscopic Approach
Insertion of Feeding Device into Small Intestine, Percutaneous Endoscopic Approach",General Surgery,General,13
01850,"Division of Median Nerve, Open Approach",General Surgery,General,13
0B710,"Dilation of Trachea with Intraluminal Device, Open Approach
Dilation of Trachea, Open Approach",General Surgery,General,13
0T904,"Drainage of Right Kidney with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Right Kidney, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Right Kidney, Percutaneous Endoscopic Approach",Kidney Transplant,Renal,3
071P4,,General Surgery,General,13
0T7CX,,General Surgery,General,13
0MDL0,"Extraction of Right Hip Bursa and Ligament, Open Approach",General Surgery,General,13
0RSX0,"Reposition Left Finger Phalangeal Joint with Internal Fixation Device, Open Approach
Reposition Left Finger Phalangeal Joint with External Fixation Device, Open Approach
Reposition Left Finger Phalangeal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0L880,"Division of Left Hand Tendon, Open Approach",General Surgery,General,13
0HSWX,"Reposition Right Nipple, External Approach",General Surgery,General,13
0KS10,"Reposition Facial Muscle, Open Approach",General Surgery,General,13
0HBW0,"Excision of Right Nipple, Open Approach, Diagnostic
Excision of Right Nipple, Open Approach",General Surgery,General,13
0PPN0,"Removal of Internal Fixation Device from Left Carpal, Open Approach
Removal of External Fixation Device from Left Carpal, Open Approach
Removal of Autologous Tissue Substitute from Left Carpal, Open Approach
Removal of Synthetic Substitute from Left Carpal, Open Approach
Removal of Nonautologous Tissue Substitute from Left Carpal, Open Approach",General Surgery,General,13
0PPJ0,"Removal of Internal Fixation Device from Left Radius, Open Approach
Removal of External Fixation Device from Left Radius, Open Approach
Removal of Autologous Tissue Substitute from Left Radius, Open Approach
Removal of Synthetic Substitute from Left Radius, Open Approach
Removal of Nonautologous Tissue Substitute from Left Radius, Open Approach",General Surgery,General,13
0BJ10,"Inspection of Trachea, Open Approach",General Surgery,General,13
0UQ00,"Repair Right Ovary, Open Approach",General Surgery,General,13
0HJ08,,General Surgery,General,13
0WTJX,,General Surgery,General,13
0MBR4,"Excision of Left Ankle Bursa and Ligament, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Ankle Bursa and Ligament, Percutaneous Endoscopic Approach",General Surgery,General,13
0QSM0,"Reposition Left Tarsal with Internal Fixation Device, Open Approach
Reposition Left Tarsal with External Fixation Device, Open Approach
Reposition Left Tarsal, Open Approach",General Surgery,General,13
0XSN0,,General Surgery,General,13
0SQH4,"Repair Right Tarsal Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0JNK0,"Release Left Hand Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0PPH0,"Removal of Internal Fixation Device from Right Radius, Open Approach
Removal of External Fixation Device from Right Radius, Open Approach
Removal of Autologous Tissue Substitute from Right Radius, Open Approach
Removal of Synthetic Substitute from Right Radius, Open Approach
Removal of Nonautologous Tissue Substitute from Right Radius, Open Approach",General Surgery,General,13
0HH0X,,General Surgery,General,13
037Y3,"Dilation of Upper Artery with Drug-eluting Intraluminal Device, Percutaneous Approach
Dilation of Upper Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Approach
Dilation of Upper Artery with Two Intraluminal Devices, Percutaneous Approach
Dilation of Upper Artery with Three Intraluminal Devices, Percutaneous Approach
Dilation of Upper Artery with Four or More Intraluminal Devices, Percutaneous Approach",General Surgery,General,13
0BQD0,"Repair Right Middle Lung Lobe, Open Approach",Lung Surgery,Pulmonary,9
0UTG4,"Resection of Vagina, Percutaneous Endoscopic Approach",General Surgery,General,13
0DSP4,"Reposition Rectum, Percutaneous Endoscopic Approach",General Surgery,General,13
0W9F4,"Drainage of Abdominal Wall with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Abdominal Wall, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Abdominal Wall, Percutaneous Endoscopic Approach",General Surgery,General,13
0U990,"Drainage of Uterus with Drainage Device, Open Approach
Drainage of Uterus, Open Approach, Diagnostic
Drainage of Uterus, Open Approach",General Surgery,General,13
0SRG0,"Replacement of Left Ankle Joint with Autologous Tissue Substitute, Open Approach
Replacement of Left Ankle Joint with Synthetic Substitute, Cemented, Open Approach
Replacement of Left Ankle Joint with Synthetic Substitute, Uncemented, Open Approach
Replacement of Left Ankle Joint with Synthetic Substitute, Open Approach
Replacement of Left Ankle Joint with Nonautologous Tissue Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
09P50,,General Surgery,General,13
0QHL3,"Insertion of Internal Fixation Device into Right Tarsal, Percutaneous Approach
Insertion of External Fixation Device into Right Tarsal, Percutaneous Approach",General Surgery,General,13
0L870,"Division of Right Hand Tendon, Open Approach",General Surgery,General,13
0Q8H4,"Division of Left Tibia, Percutaneous Endoscopic Approach",General Surgery,General,13
0SBN0,"Excision of Left Metatarsal-Phalangeal Joint, Open Approach, Diagnostic
Excision of Left Metatarsal-Phalangeal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
